-45, -35, 14.9414196777344
-45, -36, 14.5445947265625
-44, -36, 14.629599609375
-45, -37, 14.334599609375
-45, -38, 14.4884350585937
-44, -37, 14.0889904785156
-45, -39, 14.6835705566406
-44, -39, 13.6270446777344
-45, -40, 14.6689294433594
-44, -40, 13.6596044921875
-45, -41, 14.50001953125
-44, -41, 14.0719445800781
-45, -42, 13.6724951171875
-45, -43, 13.0025244140625
-44, -42, 13.377060546875
-45, -44, 12.7029345703125
-44, -43, 12.5005895996094
-45, -45, 12.1634204101563
-44, -44, 11.8338952636719
44, -35, 17.412080078125
44, -36, 18.2956201171875
45, -36, 17.8351196289062
43, -35, 18.2026000976563
43, -36, 19.1590197753906
42, -35, 18.8223754882812
42, -36, 19.7089697265625
41, -35, 18.9434252929688
41, -36, 19.9880200195312
40, -35, 19.4864953613281
40, -36, 20.6636059570313
39, -35, 19.0835900878906
39, -36, 20.5389892578125
38, -35, 18.4931201171875
38, -36, 19.4880200195312
37, -35, 17.9011254882812
37, -36, 18.6365954589844
36, -35, 18.0851196289062
36, -36, 18.3239050292969
35, -35, 17.6605505371094
35, -36, 17.6470446777344
34, -35, 16.8855798339844
34, -36, 17.3223803710938
33, -35, 16.6653955078125
33, -36, 17.6230895996094
32, -35, 17.1511254882812
32, -36, 18.242099609375
31, -35, 17.5846105957031
31, -36, 18.1610595703125
30, -35, 17.0540295410156
30, -36, 17.4074951171875
29, -35, 16.2974047851563
29, -36, 16.4890454101563
28, -35, 16.2775244140625
28, -36, 16.43501953125
27, -35, 16.2900146484375
27, -36, 16.4859899902344
26, -35, 16.3093798828125
26, -36, 16.5196252441406
25, -35, 16.4933801269531
25, -36, 16.7194201660156
24, -35, 16.16310546875
24, -36, 16.5754345703125
23, -35, 15.5830847167969
23, -36, 15.8871105957031
22, -35, 15.1809399414062
22, -36, 15.2400646972656
21, -35, 15.0728894042969
21, -36, 14.9204956054687
20, -35, 14.8955200195313
20, -36, 14.769375
19, -35, 14.7484704589844
19, -36, 14.6730847167969
18, -35, 14.7154748535156
18, -36, 14.6968994140625
17, -35, 14.5563952636719
17, -36, 14.4919348144531
16, -35, 14.4244104003906
16, -36, 14.37
15, -35, 14.1798901367188
15, -36, 14.1503894042969
14, -35, 14.0465954589844
14, -36, 14.04791015625
13, -35, 13.8654455566406
13, -36, 13.8759350585938
12, -35, 13.6910705566406
12, -36, 13.7159802246094
11, -35, 13.5634545898438
11, -36, 13.5715405273437
10, -35, 13.3040747070312
10, -36, 13.1473999023438
9, -35, 13.1755895996094
9, -36, 13.1508947753906
8, -35, 13.0436047363281
8, -36, 13.0309301757813
7, -35, 12.9100903320313
7, -36, 12.9334753417969
6, -35, 12.8089147949219
6, -36, 12.8379797363281
5, -35, 12.737900390625
5, -36, 12.7435803222656
4, -35, 12.6039501953125
4, -36, 12.7160498046875
3, -35, 12.4619152832031
3, -36, 12.3705749511719
2, -35, 12.1819946289062
2, -36, 11.9610754394531
1, -35, 12.1800244140625
1, -36, 11.8784753417969
0, -35, 11.8920202636719
0, -36, 11.5389001464844
-1, -35, 11.7639697265625
-1, -36, 11.5124597167969
-2, -35, 11.343544921875
-2, -36, 11.2404052734375
-3, -35, 10.9154699707031
-3, -36, 10.8499145507813
-4, -35, 10.5094653320312
-4, -36, 10.4830249023438
-5, -35, 10.694990234375
-5, -36, 10.3919055175781
-6, -35, 10.7011047363281
-6, -36, 10.5339404296875
-7, -35, 11.0004748535156
-7, -36, 10.6329296875
-8, -35, 11.2725244140625
-8, -36, 10.8604052734375
-9, -35, 11.8544348144531
-9, -36, 11.1759399414063
-10, -35, 11.759599609375
-10, -36, 11.5515747070313
-11, -35, 11.8024304199219
-11, -36, 11.5069946289063
-12, -35, 12.3279650878906
-12, -36, 12.0375549316406
-13, -35, 13.3115051269531
-13, -36, 12.9900695800781
-14, -35, 14.0924853515625
-14, -36, 13.6080346679688
-15, -35, 14.5030749511719
-15, -36, 13.8304846191406
-16, -35, 14.8975
-16, -36, 14.1320349121094
-17, -35, 15.6869995117187
-17, -36, 14.8205798339844
-18, -35, 16.5385595703125
-18, -36, 15.675419921875
-19, -35, 17.6984448242188
-19, -36, 16.1729797363281
-20, -35, 18.2453955078125
-20, -36, 16.8870947265625
-21, -35, 18.085
-21, -36, 18.6691003417969
-22, -35, 17.2865454101563
-22, -36, 17.7950305175781
-23, -35, 16.6524047851563
-23, -36, 16.8619653320313
-24, -35, 16.3654956054688
-24, -36, 16.3274755859375
-25, -35, 15.9420104980469
-25, -36, 15.87251953125
-26, -35, 15.5305444335938
-26, -36, 15.0989697265625
-27, -35, 15.0264245605469
-27, -36, 14.44998046875
-28, -35, 14.3029150390625
-28, -36, 13.7675500488281
-29, -35, 13.9069653320313
-29, -36, 13.5490344238281
-30, -35, 13.39498046875
-30, -36, 13.2870300292969
-31, -35, 12.7269750976563
-31, -36, 12.8010498046875
-32, -35, 11.9510205078125
-32, -36, 11.7960949707031
-33, -35, 11.3420153808594
-33, -36, 11.3269348144531
-34, -35, 11.1890551757813
-34, -36, 11.1079846191406
-35, -35, 11.5384594726562
-35, -36, 11.2954699707031
-36, -35, 12.4000744628906
-36, -36, 12.25498046875
-37, -35, 13.0449145507813
-37, -36, 13.1954748535156
-38, -35, 13.7459155273437
-38, -36, 13.8455603027344
-39, -35, 14.4335900878906
-39, -36, 14.4713952636719
-40, -35, 15.2740051269531
-40, -36, 15.8104650878906
-41, -35, 16.4690698242187
-41, -36, 16.3659350585937
-42, -35, 15.8895654296875
-42, -36, 15.6714855957031
-43, -35, 15.5705297851562
-43, -36, 15.1470446777344
-44, -35, 15.0950402832031
44, -37, 19.6284399414062
45, -37, 19.193935546875
43, -37, 20.3730847167969
42, -37, 20.439599609375
41, -37, 20.4673803710938
40, -37, 20.3109045410156
39, -37, 20.0988745117188
38, -37, 19.75560546875
37, -37, 18.7686047363281
36, -37, 18.5440905761719
35, -37, 17.7494897460938
34, -37, 17.598115234375
33, -37, 18.4974499511719
32, -37, 18.5784899902344
31, -37, 18.273955078125
30, -37, 17.5270153808594
29, -37, 17.0474047851563
28, -37, 16.7479650878906
27, -37, 16.7059155273437
26, -37, 16.6913903808594
25, -37, 16.8730895996094
24, -37, 16.70208984375
23, -37, 16.3129504394531
22, -37, 15.458974609375
21, -37, 14.9260998535156
20, -37, 14.7421044921875
19, -37, 14.606435546875
18, -37, 14.6615002441406
17, -37, 14.307939453125
16, -37, 14.1394653320313
15, -37, 13.9504504394531
14, -37, 13.8044799804688
13, -37, 13.6464904785156
12, -37, 13.6209252929687
11, -37, 13.3740002441406
10, -37, 13.2098950195313
9, -37, 13.1340698242188
8, -37, 13.1115649414063
7, -37, 12.9811096191406
6, -37, 12.8200598144531
5, -37, 12.6819604492187
4, -37, 12.5069250488281
3, -37, 12.1916101074219
2, -37, 11.9999694824219
1, -37, 11.597900390625
0, -37, 11.1639245605469
-1, -37, 10.8890295410156
-2, -37, 10.8486047363281
-3, -37, 10.8610595703125
-4, -37, 10.4710095214844
-5, -37, 10.2804602050781
-6, -37, 10.4039245605469
-7, -37, 10.2865795898438
-8, -37, 10.3658996582031
-9, -37, 10.9344799804687
-10, -37, 11.4554248046875
-11, -37, 11.3815649414062
-12, -37, 11.7349096679688
-13, -37, 12.5010302734375
-14, -37, 12.6799951171875
-15, -37, 13.1849853515625
-16, -37, 13.5944848632813
-17, -37, 13.9664001464844
-18, -37, 14.8400305175781
-19, -37, 15.9000549316406
-20, -37, 16.7044152832031
-21, -37, 18.3614245605469
-22, -37, 18.161044921875
-23, -37, 17.1770654296875
-24, -37, 16.3565344238281
-25, -37, 15.5790551757812
-26, -37, 14.95103515625
-27, -37, 14.446044921875
-28, -37, 13.8905749511719
-29, -37, 13.7050549316406
-30, -37, 13.8355102539063
-31, -37, 12.9114050292969
-32, -37, 12.0355847167969
-33, -37, 11.4434045410156
-34, -37, 11.031064453125
-35, -37, 11.2015100097656
-36, -37, 12.1579553222656
-37, -37, 13.4279748535156
-38, -37, 13.9904345703125
-39, -37, 14.71853515625
-40, -37, 15.3839196777344
-41, -37, 15.206044921875
-42, -37, 14.3804895019531
-43, -37, 13.986064453125
44, -38, 20.02751953125
45, -38, 19.7864404296875
43, -38, 20.2754797363281
42, -38, 19.8114147949219
41, -38, 19.8950048828125
40, -38, 19.7525500488281
39, -38, 19.5840954589844
38, -38, 19.4054553222656
37, -38, 19.2759948730469
36, -38, 18.8606005859375
35, -38, 18.1111096191406
34, -38, 18.0389904785156
33, -38, 19.167939453125
32, -38, 18.4500500488281
31, -38, 18.0415405273437
30, -38, 17.5489294433594
29, -38, 17.2510205078125
28, -38, 16.9538745117188
27, -38, 16.9324694824219
26, -38, 16.9780847167969
25, -38, 17.0239599609375
24, -38, 16.8374145507813
23, -38, 16.4630505371094
22, -38, 15.6434802246094
21, -38, 14.9485302734375
20, -38, 14.6789050292969
19, -38, 14.5939794921875
18, -38, 14.4434252929687
17, -38, 14.3804895019531
16, -38, 14.4519445800781
15, -38, 14.2019604492188
14, -38, 13.9395251464844
13, -38, 13.3954150390625
12, -38, 13.2219152832031
11, -38, 13.2409252929688
10, -38, 13.23939453125
9, -38, 13.1930700683594
8, -38, 13.0805346679688
7, -38, 12.9985900878906
6, -38, 12.7684899902344
5, -38, 12.6015454101563
4, -38, 12.2180505371094
3, -38, 12.0664001464844
2, -38, 11.8494104003906
1, -38, 11.3979553222656
0, -38, 11.2620397949219
-1, -38, 10.825439453125
-2, -38, 10.5059704589844
-3, -38, 10.6080200195312
-4, -38, 10.4484997558594
-5, -38, 10.1299047851562
-6, -38, 10.0794250488281
-7, -38, 10.1089251708984
-8, -38, 10.1720751953125
-9, -38, 10.5505505371094
-10, -38, 11.120439453125
-11, -38, 11.2535144042969
-12, -38, 11.6759094238281
-13, -38, 12.0945849609375
-14, -38, 12.4276049804688
-15, -38, 12.7394299316406
-16, -38, 13.3855847167969
-17, -38, 13.5156005859375
-18, -38, 14.3295751953125
-19, -38, 15.2799047851562
-20, -38, 16.1244702148438
-21, -38, 17.217490234375
-22, -38, 17.7425854492188
-23, -38, 17.2080944824219
-24, -38, 16.3880004882813
-25, -38, 16.0449304199219
-26, -38, 15.3734301757812
-27, -38, 14.7965454101563
-28, -38, 14.1975903320313
-29, -38, 14.2609594726562
-30, -38, 13.8785546875
-31, -38, 12.9135900878906
-32, -38, 12.3074194335938
