2, 29, -4.735, -6.288, 6.168
2, 30, -5.779, -5.984, 5.55
2, 31, -6.722, -5.623, 4.816
2, 32, -7.552, -5.21, 3.978
2, 33, -8.253, -4.753, 3.05
2, 34, -8.811, -4.261, 2.05
2, 35, -9.22, -3.74, 1.002
2, 36, -9.474, -3.201, -0.042
2, 37, -9.562, -2.652, -1.236
2, 38, -9.488, -2.102, -2.36
2, 39, -9.251, -1.56, -3.463
2, 40, -8.855, -1.037, -4.529
2, 41, -8.308, -0.541, -5.54
2, 42, -7.618, -0.081, -6.477
2, 43, -6.799, 0.336, -7.325
2, 44, -5.863, 0.702, -8.071
2, 45, -4.827, 1.011, -8.699
2, 46, -3.708, 1.258, -9.202
2, 47, -2.526, 1.439, -9.568
2, 48, -1.3, 1.55, -9.793
3, 0, -1.297, 3.106, -9.416
3, 1, -0.004, 3.145, -9.493
3, 2, 1.29, 3.109, -9.416
3, 3, 2.561, 3.0, -9.189
3, 4, 3.789, 2.818, -8.815
3, 5, 4.952, 2.567, -8.3
3, 6, 6.03, 2.252, -7.653
3, 7, 7.005, 1.877, -6.885
3, 8, 7.86, 1.45, -6.01
3, 9, 8.581, 0.977, -5.041
3, 10, 9.155, 0.467, -3.995
3, 11, 9.572, -0.072, -2.892
3, 12, 9.826, -0.63, -1.747
3, 13, 9.912, -1.198, -0.572
3, 14, 9.824, -1.764, 0.61
3, 15, 9.571, -2.323, 1.731
3, 16, 9.155, -2.862, 2.828
3, 17, 8.582, -3.372, 3.87
3, 18, 7.862, -3.845, 4.837
3, 19, 7.008, -4.273, 5.713
3, 20, 6.034, -4.648, 6.48
3, 21, 4.955, -4.964, 7.128
3, 22, 3.794, -5.216, 7.642
3, 23, 2.565, -5.398, 8.018
3, 24, 1.294, -5.508, 8.245
3, 25, 0.0, -5.544, 8.322
3, 26, -1.294, -5.505, 8.247
3, 27, -2.565, -5.393, 8.021
3, 28, -3.793, -5.209, 7.647
3, 29, -4.957, -4.955, 7.133
3, 30, -6.035, -4.637, 6.487
3, 31, -7.009, -4.26, 5.72
3, 32, -7.864, -3.83, 4.847
3, 33, -8.585, -3.354, 3.88
3, 34, -9.158, -2.842, 2.838
3, 35, -9.574, -2.3, 1.743
3, 36, -9.828, -1.74, 0.623
3, 37, -9.916, -1.168, -0.558
3, 38, -9.831, -0.598, -1.733
3, 39, -9.577, -0.037, -2.877
3, 40, -9.16, 0.505, -3.979
3, 41, -8.586, 1.018, -5.024
3, 42, -7.865, 1.494, -5.993
3, 43, -7.009, 1.924, -6.868
3, 44, -6.033, 2.301, -7.636
3, 45, -4.955, 2.62, -8.282
3, 46, -3.791, 2.873, -8.796
3, 47, -2.562, 3.057, -9.17
3, 48, -1.29, 3.17, -9.396
4, 0, -0.942, 5.048, -8.581
4, 1, 0.362, 5.065, -8.615
4, 2, 1.66, 5.009, -8.494
4, 3, 2.93, 4.878, -8.223
4, 4, 4.148, 4.674, -7.806
4, 5, 5.297, 4.404, -7.249
4, 6, 6.355, 4.069, -6.562
4, 7, 7.303, 3.676, -5.757
4, 8, 8.127, 3.232, -4.848
4, 9, 8.812, 2.745, -3.849
4, 10, 9.345, 2.223, -2.78
4, 11, 9.719, 1.675, -1.654
4, 12, 9.926, 1.11, -0.483
4, 13, 9.961, 0.538, 0.703
4, 14, 9.827, -0.033, 1.85
4, 15, 9.526, -0.589, 2.984
4, 16, 9.062, -1.124, 4.077
4, 17, 8.443, -1.627, 5.105
4, 18, 7.679, -2.092, 6.054
4, 19, 6.783, -2.508, 6.906
4, 20, 5.772, -2.868, 7.646
4, 21, 4.662, -3.168, 8.26
4, 22, 3.472, -3.401, 8.739
4, 23, 2.222, -3.565, 9.075
4, 24, 0.935, -3.654, 9.261
4, 25, -0.368, -3.669, 9.295
4, 26, -1.666, -3.61, 9.175
4, 27, -2.935, -3.476, 8.905
4, 28, -4.153, -3.27, 8.489
4, 29, -5.299, -2.996, 7.934
4, 30, -6.356, -2.659, 7.248
4, 31, -7.304, -2.264, 6.444
4, 32, -8.126, -1.818, 5.537
4, 33, -8.81, -1.328, 4.541
4, 34, -9.342, -0.803, 3.476
4, 35, -9.715, -0.253, 2.358
4, 36, -9.921, 0.315, 1.213
4, 37, -9.96, 0.891, 0.103
4, 38, -9.827, 1.462, -1.134
4, 39, -9.525, 2.021, -2.277
4, 40, -9.059, 2.56, -3.373
4, 41, -8.439, 3.065, -4.403
4, 42, -7.674, 3.531, -5.351
4, 43, -6.779, 3.95, -6.201
4, 44, -5.766, 4.312, -6.939
4, 45, -4.656, 4.614, -7.552
4, 46, -3.466, 4.85, -8.029
4, 47, -2.215, 5.014, -8.364
4, 48, -0.928, 5.106, -8.548
5, 0, -0.623, 6.555, -7.526
5, 1, 0.641, 6.556, -7.524
5, 2, 1.894, 6.484, -7.374
5, 3, 3.115, 6.34, -7.078
5, 4, 4.282, 6.128, -6.642
5, 5, 5.375, 5.849, -6.074
5, 6, 6.377, 5.512, -5.38
5, 7, 7.27, 5.119, -4.576
5, 8, 8.039, 4.679, -3.673
5, 9, 8.669, 4.198, -2.689
5, 10, 9.151, 3.686, -1.637
5, 11, 9.477, 3.149, -0.527
5, 12, 9.637, 2.598, 0.617
5, 13, 9.635, 2.043, 1.73
5, 14, 9.468, 1.493, 2.85
5, 15, 9.14, 0.957, 3.943
5, 16, 8.655, 0.446, 4.989
5, 17, 8.022, -0.035, 5.971
5, 18, 7.253, -0.474, 6.868
5, 19, 6.359, -0.865, 7.669
5, 20, 5.356, -1.202, 8.359
5, 21, 4.261, -1.479, 8.925
5, 22, 3.093, -1.69, 9.358
5, 23, 1.873, -1.832, 9.651
5, 24, 0.62, -1.904, 9.798
5, 25, -0.643, -1.902, 9.796
5, 26, -1.895, -1.827, 9.647
5, 27, -3.115, -1.682, 9.353
5, 28, -4.28, -1.467, 8.918
5, 29, -5.372, -1.188, 8.35
5, 30, -6.373, -0.848, 7.659
5, 31, -7.265, -0.455, 6.857
5, 32, -8.031, -0.011, 5.958
5, 33, -8.661, 0.471, 4.976
5, 34, -9.143, 0.985, 3.93
5, 35, -9.467, 1.523, 2.837
5, 36, -9.63, 2.073, 1.719
5, 37, -9.629, 2.63, 0.609
5, 38, -9.465, 3.183, -0.534
5, 39, -9.136, 3.721, -1.64
5, 40, -8.651, 4.234, -2.689
5, 41, -8.017, 4.716, -3.672
5, 42, -7.247, 5.157, -4.569
5, 43, -6.353, 5.55, -5.37
5, 44, -5.35, 5.888, -6.058
5, 45, -4.255, 6.166, -6.624
5, 46, -3.088, 6.379, -7.055
5, 47, -1.869, 6.523, -7.346
5, 48, -0.617, 6.595, -7.492
6, 0, -0.619, 7.432, -6.661
6, 1, 0.594, 7.433, -6.663
6, 2, 1.796, 7.365, -6.521
6, 3, 2.968, 7.228, -6.24
6, 4, 4.089, 7.025, -5.825
6, 5, 5.14, 6.759, -5.281
6, 6, 6.103, 6.435, -4.619
6, 7, 6.962, 6.059, -3.849
6, 8, 7.701, 5.638, -2.985
6, 9, 8.309, 5.176, -2.042
6, 10, 8.775, 4.684, -1.03
6, 11, 9.089, 4.169, 0.094
6, 12, 9.247, 3.641, 1.115
6, 13, 9.249, 3.107, 2.192
6, 14, 9.093, 2.578, 3.267
6, 15, 8.78, 2.064, 4.318
6, 16, 8.318, 1.572, 5.323
6, 17, 7.714, 1.109, 6.266
6, 18, 6.978, 0.687, 7.13
6, 19, 6.121, 0.309, 7.902
6, 20, 5.162, -0.016, 8.564
6, 21, 4.113, -0.283, 9.11
6, 22, 2.994, -0.488, 9.529
6, 23, 1.824, -0.626, 9.812
6, 24, 0.622, -0.697, 9.956
6, 25, -0.59, -0.697, 9.958
6, 26, -1.793, -0.628, 9.818
6, 27, -2.963, -0.49, 9.538
6, 28, -4.084, -0.286, 9.123
6, 29, -5.134, -0.021, 8.582
6, 30, -6.097, 0.304, 7.921
6, 31, -6.955, 0.681, 7.153
6, 32, -7.694, 1.103, 6.292
6, 33, -8.302, 1.564, 5.351
6, 34, -8.767, 2.058, 4.348
6, 35, -9.083, 2.572, 3.3
6, 36, -9.243, 3.102, 2.226
6, 37, -9.245, 3.634, 1.148
6, 38, -9.091, 4.164, 0.124
6, 39, -8.781, 4.681, -0.995
6, 40, -8.319, 5.174, -2.007
6, 41, -7.715, 5.636, -2.952
6, 42, -6.978, 6.061, -3.817
6, 43, -6.123, 6.439, -4.588
6, 44, -5.163, 6.765, -5.252
6, 45, -4.115, 7.033, -5.797
6, 46, -2.996, 7.238, -6.216
6, 47, -1.826, 7.377, -6.5
6, 48, -0.625, 7.448, -6.643
7, 0, -0.854, 7.557, -6.493
7, 1, 0.348, 7.571, -6.524
7, 2, 1.545, 7.517, -6.412
7, 3, 2.715, 7.394, -6.161
7, 4, 3.838, 7.205, -5.776
7, 5, 4.896, 6.953, -5.262
7, 6, 5.87, 6.642, -4.628
7, 7, 6.744, 6.279, -3.885
7, 8, 7.502, 5.868, -3.047
7, 9, 8.132, 5.417, -2.125
7, 10, 8.623, 4.935, -1.136
7, 11, 8.967, 4.426, -0.014
7, 12, 9.154, 3.903, 0.985
7, 13, 9.188, 3.373, 2.05
7, 14, 9.064, 2.847, 3.12
7, 15, 8.785, 2.333, 4.169
7, 16, 8.356, 1.839, 5.176
7, 17, 7.785, 1.373, 6.125
7, 18, 7.08, 0.943, 6.999
7, 19, 6.253, 0.559, 7.784
7, 20, 5.321, 0.225, 8.464
7, 21, 4.297, -0.052, 9.03
7, 22, 3.198, -0.269, 9.471
7, 23, 2.047, -0.421, 9.779
7, 24, 0.859, -0.505, 9.95
7, 25, -0.345, -0.521, 9.98
7, 26, -1.542, -0.466, 9.869
7, 27, -2.711, -0.343, 9.619
7, 28, -3.835, -0.155, 9.234
7, 29, -4.893, 0.097, 8.721
7, 30, -5.868, 0.406, 8.087
7, 31, -6.742, 0.769, 7.346
7, 32, -7.5, 1.18, 6.508
7, 33, -8.13, 1.631, 5.589
7, 34, -8.622, 2.113, 4.604
7, 35, -8.966, 2.62, 3.571
7, 36, -9.156, 3.142, 2.507
7, 37, -9.191, 3.67, 1.435
7, 38, -9.068, 4.198, 0.391
7, 39, -8.792, 4.713, -0.696
7, 40, -8.363, 5.208, -1.714
7, 41, -7.792, 5.673, -2.666
7, 42, -7.086, 6.102, -3.543
7, 43, -6.26, 6.487, -4.329
7, 44, -5.326, 6.82, -5.012
7, 45, -4.301, 7.098, -5.579
7, 46, -3.203, 7.314, -6.021
7, 47, -2.05, 7.465, -6.33
7, 48, -0.862, 7.549, -6.501
8, 0, -0.992, 6.954, -7.118
8, 1, 0.25, 6.973, -7.163
8, 2, 1.488, 6.923, -7.061
8, 3, 2.7, 6.802, -6.815
8, 4, 3.867, 6.612, -6.429
8, 5, 4.968, 6.357, -5.909
8, 6, 5.983, 6.04, -5.265
8, 7, 6.896, 5.668, -4.507
8, 8, 7.691, 5.247, -3.649
8, 9, 8.354, 4.785, -2.704
8, 10, 8.875, 4.287, -1.688
8, 11, 9.245, 3.763, -0.61
8, 12, 9.453, 3.222, 0.515
8, 13, 9.501, 2.674, 1.606
8, 14, 9.388, 2.129, 2.709
8, 15, 9.113, 1.595, 3.796
8, 16, 8.683, 1.082, 4.84
8, 17, 8.104, 0.597, 5.828
8, 18, 7.387, 0.148, 6.739
8, 19, 6.542, -0.254, 7.559
8, 20, 5.587, -0.605, 8.272
8, 21, 4.536, -0.898, 8.867
8, 22, 3.405, -1.127, 9.335
8, 23, 2.218, -1.291, 9.665
8, 24, 0.992, -1.385, 9.854
8, 25, -0.251, -1.408, 9.897
8, 26, -1.49, -1.358, 9.795
8, 27, -2.704, -1.238, 9.548
8, 28, -3.87, -1.049, 9.161
8, 29, -4.971, -0.795, 8.64
8, 30, -5.986, -0.48, 7.996
8, 31, -6.9, -0.11, 7.237
8, 32, -7.696, 0.31, 6.378
8, 33, -8.36, 0.773, 5.433
8, 34, -8.88, 1.269, 4.42
8, 35, -9.249, 1.791, 3.355
8, 36, -9.46, 2.329, 2.256
8, 37, -9.508, 2.876, 1.151
8, 38, -9.396, 3.42, 0.096
8, 39, -9.123, 3.954, -1.066
8, 40, -8.692, 4.467, -2.12
8, 41, -8.112, 4.952, -3.112
8, 42, -7.393, 5.398, -4.026
8, 43, -6.548, 5.799, -4.847
8, 44, -5.591, 6.149, -5.562
8, 45, -4.538, 6.44, -6.159
8, 46, -3.407, 6.668, -6.628
8, 47, -2.218, 6.83, -6.959
8, 48, -0.991, 6.922, -7.148
9, 0, -0.769, 5.658, -8.209
9, 1, 0.525, 5.664, -8.224
9, 2, 1.81, 5.595, -8.088
9, 3, 3.064, 5.454, -7.802
9, 4, 4.266, 5.242, -7.37
9, 5, 5.395, 4.962, -6.802
9, 6, 6.431, 4.62, -6.107
9, 7, 7.358, 4.221, -5.296
9, 8, 8.159, 3.773, -4.382
9, 9, 8.82, 3.282, -3.382
9, 10, 9.329, 2.758, -2.314
9, 11, 9.68, 2.208, -1.191
9, 12, 9.864, 1.644, 0.042
9, 13, 9.877, 1.073, 1.136
9, 14, 9.724, 0.506, 2.278
9, 15, 9.405, -0.046, 3.399
9, 16, 8.924, -0.577, 4.476
9, 17, 8.291, -1.074, 5.487
9, 18, 7.515, -1.532, 6.417
9, 19, 6.611, -1.94, 7.248
9, 20, 5.594, -2.293, 7.965
9, 21, 4.481, -2.585, 8.558
9, 22, 3.292, -2.811, 9.015
9, 23, 2.045, -2.967, 9.328
9, 24, 0.764, -3.049, 9.493
9, 25, -0.531, -3.058, 9.506
9, 26, -1.817, -2.99, 9.368
9, 27, -3.071, -2.85, 9.08
9, 28, -4.273, -2.64, 8.647
9, 29, -5.402, -2.362, 8.077
9, 30, -6.438, -2.022, 7.38
9, 31, -7.364, -1.626, 6.567
9, 32, -8.163, -1.179, 5.654
9, 33, -8.824, -0.69, 4.655
9, 34, -9.333, -0.168, 3.587
9, 35, -9.683, 0.379, 2.47
9, 36, -9.867, 0.941, 1.328
9, 37, -9.883, 1.511, 0.211
9, 38, -9.731, 2.075, -1.002
9, 39, -9.41, 2.627, -2.134
9, 40, -8.928, 3.155, -3.216
9, 41, -8.293, 3.651, -4.231
9, 42, -7.516, 4.106, -5.162
9, 43, -6.61, 4.512, -5.996
9, 44, -5.592, 4.863, -6.715
9, 45, -4.477, 5.151, -7.309
9, 46, -3.287, 5.375, -7.766
9, 47, -2.039, 5.526, -8.081
9, 48, -0.757, 5.606, -8.246
10, 0, -0.328, 3.921, -9.193
10, 1, 0.978, 3.9, -9.156
10, 2, 2.267, 3.805, -8.966
10, 3, 3.518, 3.638, -8.625
10, 4, 4.708, 3.4, -8.141
10, 5, 5.816, 3.094, -7.523
10, 6, 6.827, 2.728, -6.779
10, 7, 7.72, 2.308, -5.923
10, 8, 8.481, 1.839, -4.968
10, 9, 9.097, 1.331, -3.935
10, 10, 9.557, 0.792, -2.835
10, 11, 9.853, 0.232, -1.692
10, 12, 9.981, -0.342, -0.511
10, 13, 9.935, -0.918, 0.677
10, 14, 9.721, -1.486, 1.814
10, 15, 9.342, -2.037, 2.93
10, 16, 8.802, -2.561, 3.995
10, 17, 8.113, -3.051, 4.988
10, 18, 7.283, -3.496, 5.893
10, 19, 6.33, -3.889, 6.694
10, 20, 5.268, -4.226, 7.375
10, 21, 4.115, -4.497, 7.927
10, 22, 2.894, -4.702, 8.338
10, 23, 1.621, -4.833, 8.603
10, 24, 0.321, -4.891, 8.716
10, 25, -0.984, -4.873, 8.677
10, 26, -2.273, -4.78, 8.484
10, 27, -3.522, -4.613, 8.143
10, 28, -4.712, -4.377, 7.657
10, 29, -5.82, -4.075, 7.038
10, 30, -6.829, -3.711, 6.292
10, 31, -7.72, -3.293, 5.436
10, 32, -8.48, -2.828, 4.482
10, 33, -9.095, -2.322, 3.448
10, 34, -9.554, -1.785, 2.353
10, 35, -9.849, -1.227, 1.22
10, 36, -9.978, -0.656, 0.112
10, 37, -9.935, -0.083, -1.134
10, 38, -9.721, 0.482, -2.295
10, 39, -9.34, 1.032, -3.42
10, 40, -8.8, 1.554, -4.489
10, 41, -8.108, 2.04, -5.486
10, 42, -7.279, 2.483, -6.392
10, 43, -6.324, 2.874, -7.193
10, 44, -5.262, 3.207, -7.876
10, 45, -4.109, 3.476, -8.428
10, 46, -2.886, 3.676, -8.841
10, 47, -1.614, 3.805, -9.106
10, 48, -0.313, 3.858, -9.221
11, 0, -0.049, 2.049, -9.788
11, 1, 1.216, 2.015, -9.719
11, 2, 2.461, 1.908, -9.503
11, 3, 3.662, 1.73, -9.143
11, 4, 4.801, 1.484, -8.645
11, 5, 5.859, 1.176, -8.018
11, 6, 6.817, 0.809, -7.272
11, 7, 7.657, 0.391, -6.42
11, 8, 8.366, -0.072, -5.477
11, 9, 8.933, -0.572, -4.459
11, 10, 9.346, -1.1, -3.382
11, 11, 9.6, -1.646, -2.267
11, 12, 9.689, -2.205, -1.127
11, 13, 9.611, -2.761, 0.084
11, 14, 9.368, -3.308, 1.139
11, 15, 8.966, -3.839, 2.207
11, 16, 8.412, -4.34, 3.226
11, 17, 7.713, -4.806, 4.172
11, 18, 6.882, -5.228, 5.03
11, 19, 5.934, -5.599, 5.783
11, 20, 4.884, -5.912, 6.419
11, 21, 3.751, -6.162, 6.925
11, 22, 2.553, -6.345, 7.296
11, 23, 1.313, -6.457, 7.522
11, 24, 0.049, -6.498, 7.601
11, 25, -1.214, -6.465, 7.532
11, 26, -2.458, -6.36, 7.315
11, 27, -3.659, -6.185, 6.954
11, 28, -4.798, -5.942, 6.456
11, 29, -5.854, -5.636, 5.828
11, 30, -6.81, -5.271, 5.083
11, 31, -7.65, -4.855, 4.233
11, 32, -8.358, -4.394, 3.292
11, 33, -8.924, -3.897, 2.277
11, 34, -9.337, -3.371, 1.212
11, 35, -9.591, -2.826, 0.148
11, 36, -9.682, -2.273, -1.05
11, 37, -9.604, -1.718, -2.192
11, 38, -9.363, -1.171, -3.31
11, 39, -8.962, -0.643, -4.39
11, 40, -8.407, -0.144, -5.413
11, 41, -7.708, 0.32, -6.362
11, 42, -6.878, 0.739, -7.221
11, 43, -5.931, 1.108, -7.975
11, 44, -4.881, 1.418, -8.612
11, 45, -3.747, 1.666, -9.12
11, 46, -2.55, 1.846, -9.492
11, 47, -1.311, 1.956, -9.719
11, 48, -0.048, 1.995, -9.799
12, 0, -0.258, 0.761, -9.968
12, 1, 0.955, 0.74, -9.927
12, 2, 2.153, 0.651, -9.744
12, 3, 3.313, 0.492, -9.422
12, 4, 4.418, 0.269, -8.967
12, 5, 5.446, -0.016, -8.387
12, 6, 6.382, -0.357, -7.691
12, 7, 7.208, -0.75, -6.891
12, 8, 7.911, -1.186, -6.001
12, 9, 8.478, -1.659, -5.036
12, 10, 8.901, -2.161, -4.013
12, 11, 9.171, -2.682, -2.949
12, 12, 9.285, -3.213, -1.862
12, 13, 9.24, -3.748, -0.764
12, 14, 9.034, -4.274, 0.351
12, 15, 8.675, -4.785, 1.359
12, 16, 8.169, -5.271, 2.341
12, 17, 7.523, -5.724, 3.262
12, 18, 6.748, -6.136, 4.099
12, 19, 5.859, -6.5, 4.84
12, 20, 4.87, -6.809, 5.47
12, 21, 3.796, -7.06, 5.979
12, 22, 2.658, -7.247, 6.358
12, 23, 1.475, -7.366, 6.6
12, 24, 0.265, -7.416, 6.703
12, 25, -0.948, -7.398, 6.661
12, 26, -2.144, -7.309, 6.48
12, 27, -3.305, -7.152, 6.158
12, 28, -4.408, -6.93, 5.704
12, 29, -5.436, -6.647, 5.125
12, 30, -6.371, -6.307, 4.431
12, 31, -7.197, -5.916, 3.634
12, 32, -7.899, -5.482, 2.748
12, 33, -8.468, -5.01, 1.79
12, 34, -8.891, -4.51, 0.783
12, 35, -9.165, -3.991, -0.277
12, 36, -9.279, -3.46, -1.388
12, 37, -9.234, -2.927, -2.482
12, 38, -9.032, -2.4, -3.558
12, 39, -8.675, -1.89, -4.6
12, 40, -8.17, -1.405, -5.592
12, 41, -7.525, -0.953, -6.517
12, 42, -6.751, -0.542, -7.357
12, 43, -5.862, -0.179, -8.099
12, 44, -4.874, 0.13, -8.731
12, 45, -3.8, 0.38, -9.242
12, 46, -2.663, 0.565, -9.622
12, 47, -1.479, 0.684, -9.866
12, 48, -0.273, 0.734, -9.969
